,raw,char,line
18,[Miss Stacey knocks on the door and a maid answers],[Miss Stacey knocks on the door and a maid answers],
19,"MAID: Good morning, Ma'am.",MAID,"Good morning, Ma'am."
20,"MISS STACEY:  Good morning.  Could you please tell Mrs. Pringle that Miss Stacey and Miss Anne Shirley are here to see her?  [to Anne]  I think you'll be quite comfortable here.  Mrs. Tom Pringle is on the alumni, she's been boarding teachers from Kingsport Ladies' College for thirty years now.",MISS STACEY," Good morning.  Could you please tell Mrs. Pringle that Miss Stacey and Miss Anne Shirley are here to see her?  [to Anne]  I think you'll be quite comfortable here.  Mrs. Tom Pringle is on the alumni, she's been boarding teachers from Kingsport Ladies' College for thirty years now."
21,"MRS. TOM PRINGLE:  Miss Stacey, how delightful to see you.",MRS. TOM PRINGLE," Miss Stacey, how delightful to see you."
22,"MISS STACEY:  And you, Mrs. Pringle.  May I introduce you to Miss Anne Shirley of Avonlea, Prince Edward's Island.",MISS STACEY," And you, Mrs. Pringle.  May I introduce you to Miss Anne Shirley of Avonlea, Prince Edward's Island."
23,ANNE:  How do you do?  [Mrs. Pringle nods],ANNE, How do you do?  [Mrs. Pringle nods]
24,MISS STACEY:  She is our new English teacher at Kingsport Ladies' College whom you will be boarding this year.  Should I have the cabbie bring her trunk?,MISS STACEY, She is our new English teacher at Kingsport Ladies' College whom you will be boarding this year.  Should I have the cabbie bring her trunk?
25,"MRS. TOM PRINGLE:  Obviously, you did not receive my letter.  I'm afraid I've decided not to take her, Miss Stacey.  I'm really rather tired of being bothered boarding staff.  My girls are finished, as you know, and I really spend so little time with the alumni.",MRS. TOM PRINGLE," Obviously, you did not receive my letter.  I'm afraid I've decided not to take her, Miss Stacey.  I'm really rather tired of being bothered boarding staff.  My girls are finished, as you know, and I really spend so little time with the alumni."
26,"MISS STACEY:  But, Mrs. Pringle--",MISS STACEY," But, Mrs. Pringle--"
27,"MRS. TOM PRINGLE:  I do apologize for the inconvenience.  Good day, Miss Stacey.",MRS. TOM PRINGLE," I do apologize for the inconvenience.  Good day, Miss Stacey."
28,"MISS STACEY:  Not at all.  Good day.  [to Anne]  Typically Pringle, smooth as cream, even when they're working against you.  Well, we shall see about that.",MISS STACEY," Not at all.  Good day.  [to Anne]  Typically Pringle, smooth as cream, even when they're working against you.  Well, we shall see about that."
29,"ANNE:  What is it, Miss Stacey?",ANNE," What is it, Miss Stacey?"
30,MISS STACEY:  Kingsport is full of Pringles and half-Pringles.  They're the old money that rules the town.  And Mrs. Tom Pringle bosses the whole tribe.  I was afraid they'd be down on you.,MISS STACEY, Kingsport is full of Pringles and half-Pringles.  They're the old money that rules the town.  And Mrs. Tom Pringle bosses the whole tribe.  I was afraid they'd be down on you.
31,ANNE:  Why should they be?  I'm a total stranger.,ANNE, Why should they be?  I'm a total stranger.
32,"MISS STACEY:  One of their cousins, Miss Amy Pringle applied for your position and was dismally less qualified, I might add.  However, when the board announced they had accepted your application, well, the whole kit and caboodle of them just threw back their heads and howled.  [to cabbie]  Kingsport Ladies' College, please, driver.  [to Anne]  Well, they're not going to get away with it.  They can't boycott the board's decision.  It's undemocratic.",MISS STACEY," One of their cousins, Miss Amy Pringle applied for your position and was dismally less qualified, I might add.  However, when the board announced they had accepted your application, well, the whole kit and caboodle of them just threw back their heads and howled.  [to cabbie]  Kingsport Ladies' College, please, driver.  [to Anne]  Well, they're not going to get away with it.  They can't boycott the board's decision.  It's undemocratic."
33,ANNE:  I'm not sure I quite always trust democracy.,ANNE, I'm not sure I quite always trust democracy.
34,"MISS STACEY:  They've always ruled the roost here, the whole clan of them--politically and socially.  Well, they may own the lumber mill, the railway, the gasworks and the woolen mill, but I will not allow the Pringles to dictate our system of our education.",MISS STACEY," They've always ruled the roost here, the whole clan of them--politically and socially.  Well, they may own the lumber mill, the railway, the gasworks and the woolen mill, but I will not allow the Pringles to dictate our system of our education."
35,ANNE:  You can't imagine how nervous I am now.,ANNE, You can't imagine how nervous I am now.
36,        SCENE:  Kingsport Ladies' College,        SCENE, Kingsport Ladies' College
37,MISS STACEY:  Miss Katherine Brooke is the principal here.  She's a bit of a martinet in matters of discipline from time to time.  But I'm sure we can resolve whatever little differences in opinion that might arise.  [they go inside and knock],MISS STACEY, Miss Katherine Brooke is the principal here.  She's a bit of a martinet in matters of discipline from time to time.  But I'm sure we can resolve whatever little differences in opinion that might arise.  [they go inside and knock]
38,BROOKE:  Come in.,BROOKE, Come in.
39,"MISS STACEY:   Good morning, Miss Brooke.",MISS STACEY,"  Good morning, Miss Brooke."
40,BROOKE:  Miss Stacey.  ,BROOKE, Miss Stacey.  
41,"MISS STACEY:  Please forgive the intrusion, but I was just so eager to introduce you to our new English professor, Miss Anne Shirley, one of the brightest stars in my entire  teaching career.  She has recently published a short work of fiction, as well.",MISS STACEY," Please forgive the intrusion, but I was just so eager to introduce you to our new English professor, Miss Anne Shirley, one of the brightest stars in my entire  teaching career.  She has recently published a short work of fiction, as well."
42,"BROOKE:  Welcome to Kingsport, Miss Shirley.  Please, sit down.  ",BROOKE," Welcome to Kingsport, Miss Shirley.  Please, sit down.  "
43,ANNE:  Thank you.  I'm very pleased to be here.,ANNE, Thank you.  I'm very pleased to be here.
44,"BROOKE:  Miss Stacey has recommended you so highly to us.  I hadn't expected one so accomplished to be so young.  A fault which time will cure, all too soon.",BROOKE," Miss Stacey has recommended you so highly to us.  I hadn't expected one so accomplished to be so young.  A fault which time will cure, all too soon."
45,"MISS STACEY:  Miss Brooke, there seems to be some sort of mix-up regarding Miss Shirley's accommodations.    But I was sure you wouldn't object to having her to stay here at the school with your out-of-town boarding students.  I'm sure you'll find her to be the perfect den mother for them.",MISS STACEY," Miss Brooke, there seems to be some sort of mix-up regarding Miss Shirley's accommodations.    But I was sure you wouldn't object to having her to stay here at the school with your out-of-town boarding students.  I'm sure you'll find her to be the perfect den mother for them."
46,"BROOKE:  We have no need of maternal affectations in this institution, Miss Stacey.  We govern by rules and regulations--",BROOKE," We have no need of maternal affectations in this institution, Miss Stacey.  We govern by rules and regulations--"
47,"MISS STACEY:  Which do require a leaven in the lump from time to time, Miss Brooke.  Shall we have the groundsmen bring in Miss Shirley's things?",MISS STACEY," Which do require a leaven in the lump from time to time, Miss Brooke.  Shall we have the groundsmen bring in Miss Shirley's things?"
48,BROOKE:  I'll have the maid prepare her room.,BROOKE, I'll have the maid prepare her room.
49,MISS STACEY:  Thank you so much.,MISS STACEY, Thank you so much.
50,"ANNE:  She is an absolute sergeant major, Miss Stacey.  How shall I ever tolerate her sarcasm?",ANNE," She is an absolute sergeant major, Miss Stacey.  How shall I ever tolerate her sarcasm?"
51,"MISS STACEY:  Nonetheless, she is a dedicated teacher, if somewhat of an excessive disciplinarian.  Look, you just keep your chin up and you give it your very best.  If only to spite them all.  You know how highly I regard your abilities, Anne.",MISS STACEY," Nonetheless, she is a dedicated teacher, if somewhat of an excessive disciplinarian.  Look, you just keep your chin up and you give it your very best.  If only to spite them all.  You know how highly I regard your abilities, Anne."
52,ANNE:  I shall do my very best to rise to the occasion.,ANNE, I shall do my very best to rise to the occasion.
53,MISS STACEY:  Good girl.  Now you'll want to get yourself organized before the start of classes tomorrow.,MISS STACEY, Good girl.  Now you'll want to get yourself organized before the start of classes tomorrow.
54,"ANNE:  Thank you for everything, Miss Stacey.",ANNE," Thank you for everything, Miss Stacey."
55,MISS STACEY:  We can do the rest of our catching up later.,MISS STACEY, We can do the rest of our catching up later.
56,        SCENE:  Classroom,        SCENE, Classroom
57,"BROOKE:  In future, Miss Shirley, you will kindly remember that you are not at liberty to make any changes, no matter how minor, to the conventions of this institution.",BROOKE," In future, Miss Shirley, you will kindly remember that you are not at liberty to make any changes, no matter how minor, to the conventions of this institution."
58,"ANNE:  I'm sorry.  I was just so moved by your inspiring quotation, I wanted to embellish it.",ANNE," I'm sorry.  I was just so moved by your inspiring quotation, I wanted to embellish it."
59,"BROOKE:  Don't patronize me.  What is to be the pill in all this jam, Miss Shirley?",BROOKE," Don't patronize me.  What is to be the pill in all this jam, Miss Shirley?"
60,"ANNE:  Why, nothing.  I just thought it was a tremendously uplifting idea, that's all.  I'm glad you spell your name with a ""K.""  Katherine with a ""K"" is so much more alluring than Catherine with a ""C.""  A ""C"" always looks so smug. [Brooke erases the ""K"" and replaces it with a ""C""]",ANNE," Why, nothing.  I just thought it was a tremendously uplifting idea, that's all.  I'm glad you spell your name with a ""K.""  Katherine with a ""K"" is so much more alluring than Catherine with a ""C.""  A ""C"" always looks so smug. [Brooke erases the ""K"" and replaces it with a ""C""]"
61,"BROOKE:  We have fifty young ladies in our charge from the most privileged families in the maritimes.  My methods admonish anything beyond the standards of the utmost decorum.  This is not a public school of the kind that you are used to, Miss Shirley; our students do not require embellishment.  Simple, straightforward adherence to rules and regulations which I have clearly delineated for you, Miss Shirley.  Our students are drilled in their studies at the beginning of each class.  Bedtime and mealtime will  be strictly observed by our fifteen boarders.  You, Miss Shirley, will see to it that the boarders especially adhere to the utmost orderliness.  I'm placing them under your continual direction.  I am referred to by the entire faculty as Brooke.  You may do the same.",BROOKE," We have fifty young ladies in our charge from the most privileged families in the maritimes.  My methods admonish anything beyond the standards of the utmost decorum.  This is not a public school of the kind that you are used to, Miss Shirley; our students do not require embellishment.  Simple, straightforward adherence to rules and regulations which I have clearly delineated for you, Miss Shirley.  Our students are drilled in their studies at the beginning of each class.  Bedtime and mealtime will  be strictly observed by our fifteen boarders.  You, Miss Shirley, will see to it that the boarders especially adhere to the utmost orderliness.  I'm placing them under your continual direction.  I am referred to by the entire faculty as Brooke.  You may do the same."
