,raw,char,line
156,MR. SADLER: This will be the last time I catch you little trouble makers in my pasture.  These feilds are not a free-for-all!  You frighten my cattle to death and they won't be milked.,MR. SADLER,This will be the last time I catch you little trouble makers in my pasture.  These feilds are not a free-for-all!  You frighten my cattle to death and they won't be milked.
157,"ANNE: I've never even set a toenail in your pasture before, Mr. Sadler.  I was really attempting to avenge my bosom friend, Diana, from being tortured.  Your cattle are such mournful-looking creatures, you can't know how utterly wretched I feel to have you think I'd frighten them.",ANNE,"I've never even set a toenail in your pasture before, Mr. Sadler.  I was really attempting to avenge my bosom friend, Diana, from being tortured.  Your cattle are such mournful-looking creatures, you can't know how utterly wretched I feel to have you think I'd frighten them."
158,"MR. SADLER: You'll feel wretched alright, missy, if I ever catch any of you on my land again!  Now, hop to it before I tan your backside!   I intend to put a stop to this, for once and for all.",MR. SADLER,"You'll feel wretched alright, missy, if I ever catch any of you on my land again!  Now, hop to it before I tan your backside!   I intend to put a stop to this, for once and for all."
159,SCENE: The schoolhouse.,SCENE,The schoolhouse.
160,"MR. SADLER: I don't know what education on this Island is coming to, Phillips.  You are the worst teacher this school has ever had.  The order you keep is scandalous!  You're worth half of what they pay you.  And I know for a fact that you would never have gotten this post if your aunt wasn't on the board of trustees.  I suggest, if you value your job at all, you'll discipline your students a little better, and keep them out of trouble and out of my fields.",MR. SADLER,"I don't know what education on this Island is coming to, Phillips.  You are the worst teacher this school has ever had.  The order you keep is scandalous!  You're worth half of what they pay you.  And I know for a fact that you would never have gotten this post if your aunt wasn't on the board of trustees.  I suggest, if you value your job at all, you'll discipline your students a little better, and keep them out of trouble and out of my fields."
161,"MR. PHILLIPS: But, Sir.",MR. PHILLIPS,"But, Sir."
162,"MR. SADLER: Goodday, to you.  ",MR. SADLER,"Goodday, to you.  "
163,"MR. PHILLIPS: Since you seem to be so fond of the boys' company, we shall indulge your taste for it this afternoon.  Take a seat over there, next to Gilbert Blythe.  Did you hear what I said?",MR. PHILLIPS,"Since you seem to be so fond of the boys' company, we shall indulge your taste for it this afternoon.  Take a seat over there, next to Gilbert Blythe.  Did you hear what I said?"
164,"ANNE: Yes, Sir.  I didn't suppose you really meant it.",ANNE,"Yes, Sir.  I didn't suppose you really meant it."
165,MR. PHILLIPS: I assure you I did.  Obey me at once.,MR. PHILLIPS,I assure you I did.  Obey me at once.
166,SCENE: The schoolhouse.,SCENE,The schoolhouse.
167,"MR. PHILLIPS: Alright, let's begin the spelling bee.  Miss Andrews, can you give us the spelling of the word chrysanthemum?",MR. PHILLIPS,"Alright, let's begin the spelling bee.  Miss Andrews, can you give us the spelling of the word chrysanthemum?"
168,"PRISSY ANDREWS: Chrysanthemum.  C-h-i, no r-i -s -a -n-s-m -u-m.",PRISSY ANDREWS,"Chrysanthemum.  C-h-i, no r-i -s -a -n-s-m -u-m."
169,"MR. PHILLIPS: Perhaps we'll turn our attention to your spelling now that you mathematics is well in hand.  Gilbert, chrysanthemum.",MR. PHILLIPS,"Perhaps we'll turn our attention to your spelling now that you mathematics is well in hand.  Gilbert, chrysanthemum."
170,GILBERT: Chrysanthemum.  C-h-r-y-s-a-n-t-h-a-m-u-m.,GILBERT,Chrysanthemum.  C-h-r-y-s-a-n-t-h-a-m-u-m.
171,MR. PHILLIPS: Hmm.  Anne?,MR. PHILLIPS,Hmm.  Anne?
172,ANNE: Chrysanthemum.  C-h-r-y-s-a-n-t-h-e-m-u-m.,ANNE,Chrysanthemum.  C-h-r-y-s-a-n-t-h-e-m-u-m.
173,MR. PHILLIPS: Correct.,MR. PHILLIPS,Correct.
174,SCENE: On a road.,SCENE,On a road.
175,"JOSIE PYE: Hey, Anne!  How do you spell freckles?",JOSIE PYE,"Hey, Anne!  How do you spell freckles?"
176,"DIANA: Hey, Josie!  How do you spell ugly?",DIANA,"Hey, Josie!  How do you spell ugly?"
177,"GILBERT: Congratualations on the spelling test, Anne.   Oh, well at least you're acknowledging me now.  That's an improvement.",GILBERT,"Congratualations on the spelling test, Anne.   Oh, well at least you're acknowledging me now.  That's an improvement."
178,"ANNE: It is impolite to pass a person without at least nodding, and so I nod out of elementary good breeding, nothing more.",ANNE,"It is impolite to pass a person without at least nodding, and so I nod out of elementary good breeding, nothing more."
179,"GILBERT:  Oh, why don't you get off your high horse?",GILBERT," Oh, why don't you get off your high horse?"
180,"ANNE: Thank you for your heartfelt congratulations, Mr. Blythe.  But allow me to inform you that next time I shall be first in every subject.",ANNE,"Thank you for your heartfelt congratulations, Mr. Blythe.  But allow me to inform you that next time I shall be first in every subject."
181,DIANA: Anne!  You've got more nerve than a fox in a hen house.,DIANA,Anne!  You've got more nerve than a fox in a hen house.
182,ANNE: I don't see any need in being civil to someone who chooses to associate with the likes of Josie Pye.,ANNE,I don't see any need in being civil to someone who chooses to associate with the likes of Josie Pye.
183,DIANA: You're just jealous.,DIANA,You're just jealous.
184,"ANNE: I am not.  You take that back, Diana Barry!",ANNE,"I am not.  You take that back, Diana Barry!"
185,"DIANA: She's jealous of you.  Gilbert told Charlie Sloan that you're the smartest girl in school, right in front of Josie.",DIANA,"She's jealous of you.  Gilbert told Charlie Sloan that you're the smartest girl in school, right in front of Josie."
186,ANNE: He did?,ANNE,He did?
187,DIANA: He told Charlie that being smart was better than being good-looking.,DIANA,He told Charlie that being smart was better than being good-looking.
188,ANNE: I might have known he meant to insult me.,ANNE,I might have known he meant to insult me.
189,"DIANA: No, he didn't.",DIANA,"No, he didn't."
190,ANNE: It isn't better.  I'd much rather be pretty than smart.  But at least I don't have to cheat like Josie does.,ANNE,It isn't better.  I'd much rather be pretty than smart.  But at least I don't have to cheat like Josie does.
191,DIANA: She doesn't have to cheat; she just does it because she's a Pye.,DIANA,She doesn't have to cheat; she just does it because she's a Pye.
192,  ,  ,
193,  ,  ,
194,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,Script Index -- 1 -- 2 -- 3 -- 4 -- 5 -- 6 -- 7 -- 8 -- Next,
0,Script: Part 4,Script,Part 4
1,SCENE: The schoolhouse.,SCENE,The schoolhouse.
2, , ,
3,"MR. PHILLIPS: First, I'm pleased to announce that Anne Shirley and Gilbert Blythe have tied for first place honors in the term finals.  And now, the sad news: I'm leaving Avonlea.  I shall not be with you in the fall to guide your progress to even greater heights of scholastic achievement.  Let us not have tears; partings are a natural part of life.  To ease the pain of this news, I have glad tidings.  We shall adjourn early this afternoon, make our way to the Spurgeon farm, where Moody's parents have consented to host a celebration in honor of my departure.",MR. PHILLIPS,"First, I'm pleased to announce that Anne Shirley and Gilbert Blythe have tied for first place honors in the term finals.  And now, the sad news: I'm leaving Avonlea.  I shall not be with you in the fall to guide your progress to even greater heights of scholastic achievement.  Let us not have tears; partings are a natural part of life.  To ease the pain of this news, I have glad tidings.  We shall adjourn early this afternoon, make our way to the Spurgeon farm, where Moody's parents have consented to host a celebration in honor of my departure."
4,MOODY SPURGEON: Nobody told me.,MOODY SPURGEON,Nobody told me.
5,SCENE: The celebration at the Spurgeon farm.,SCENE,The celebration at the Spurgeon farm.
6,MR. PHILLIPS: Bye.,MR. PHILLIPS,Bye.
7,"STUDENTS: Bye.  Bye, Mr. Phillips.",STUDENTS,"Bye.  Bye, Mr. Phillips."
8,"DIANA: Father told mother that Mr. Sadler was going to get rid of Mr. Phillips, no matter what.  And appearantly the trustees are forcing him to leave because of Prissy.",DIANA,"Father told mother that Mr. Sadler was going to get rid of Mr. Phillips, no matter what.  And appearantly the trustees are forcing him to leave because of Prissy."
9,"ANNE: I can't help feeling sorry for him, even though he did spell my name without an ""e"".",ANNE,"I can't help feeling sorry for him, even though he did spell my name without an ""e""."
10,DIANA: I wouldn't feel too sorry for him.  He's got a position as a private tutor over in Charlottetown.,DIANA,I wouldn't feel too sorry for him.  He's got a position as a private tutor over in Charlottetown.
11, , ,
12,"ANNE: I suppose some people consider it an accomplishment to walk a little picket fence, Diana.  I knew of a girl in Marysville who could walk the ridgepole of a roof.",ANNE,"I suppose some people consider it an accomplishment to walk a little picket fence, Diana.  I knew of a girl in Marysville who could walk the ridgepole of a roof."
13,"JOSIE PYE: I don't believe it.  You sure couldn't, little miss bookworm.",JOSIE PYE,"I don't believe it.  You sure couldn't, little miss bookworm."
14,"ANNE: Oh, couldn't I?",ANNE,"Oh, couldn't I?"
15,"GILBERT: It's a little risky, don't you think, Anne?",GILBERT,"It's a little risky, don't you think, Anne?"
16,"ANNE: Is it indeed, Mr. Blythe?",ANNE,"Is it indeed, Mr. Blythe?"
17,JOSIE PYE: I dare you!  I dare you to walk the ridgepole of Moody's kitchen roof.,JOSIE PYE,I dare you!  I dare you to walk the ridgepole of Moody's kitchen roof.
18,"DIANA: Don't do it, Anne!  Never mind her; it's not a fair dare.",DIANA,"Don't do it, Anne!  Never mind her; it's not a fair dare."
19,ANNE:  I shall walk that ridgepole or perish.,ANNE, I shall walk that ridgepole or perish.
20,VARIOUS VOICES: She's going to fall.  Oh!,VARIOUS VOICES,She's going to fall.  Oh!
21,"DIANA: Oh, Anne!  Oh, Anne!  Oh, are you killed?  Just say one word and tell me know if you're killed!",DIANA,"Oh, Anne!  Oh, Anne!  Oh, are you killed?  Just say one word and tell me know if you're killed!"
22,"ANNE: No, but I think I've been rendered unconscious.  [to Gilbert] Thank you, Mr. Blythe.",ANNE,"No, but I think I've been rendered unconscious.  [to Gilbert] Thank you, Mr. Blythe."
23,"GILBERT: Anne, I'll call a carriage and help you home.",GILBERT,"Anne, I'll call a carriage and help you home."
24,ANNE: That won't be necessary.  I'm quite capable of getting there on my own.,ANNE,That won't be necessary.  I'm quite capable of getting there on my own.
25,GILBERT: I'm going your way.  At least let me give you a hand.,GILBERT,I'm going your way.  At least let me give you a hand.
26,"ANNE: Thank you, Mr. Blythe, but I am going in the opposite direction.  Come along, Diana.",ANNE,"Thank you, Mr. Blythe, but I am going in the opposite direction.  Come along, Diana."
27,"DIANA: Anne, you should have let him help you.  You're in no condition to walk home.",DIANA,"Anne, you should have let him help you.  You're in no condition to walk home."
